guia,origen,destino,estado,costo_flete,despacho_dia,despacho_mes,despacho_ano,limite_dia,limite_mes,limite_ano,origen_latitude,origen_longitude,destino_latitude,destino_longitude
guia_582,medellin,barranquilla,preparacion,4681,1,6,2026,10,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_583,pereira,cali,en_transito,3540,3,6,2026,14,6,2026,4.8133,-75.6961,3.4516,-76.532
guia_584,bucaramanga,bogota,en_bodega,2842,2,6,2026,12,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_585,pereira,cartagena,preparacion,3857,3,6,2026,13,6,2026,4.8133,-75.6961,10.391,-75.4794
guia_586,medellin,cali,entregado,2234,2,6,2026,14,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_587,barranquilla,pereira,en_bodega,2732,4,6,2026,11,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_588,pereira,medellin,en_bodega,4207,2,6,2026,12,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_589,bucaramanga,cali,en_bodega,3708,5,6,2026,11,6,2026,7.1254,-73.1198,3.4516,-76.532
guia_590,cali,bucaramanga,preparacion,2487,6,6,2026,9,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_591,bogota,barranquilla,entregado,1348,4,6,2026,12,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_592,cali,bucaramanga,en_novedad,4506,3,6,2026,15,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_593,medellin,barranquilla,entregado,2984,5,6,2026,13,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_594,bucaramanga,cartagena,entregado,641,2,6,2026,8,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_595,cali,cartagena,en_bodega,1839,3,6,2026,12,6,2026,3.4516,-76.532,10.391,-75.4794
guia_596,cartagena,pereira,en_transito,1258,2,6,2026,15,6,2026,10.391,-75.4794,4.8133,-75.6961
guia_597,bucaramanga,barranquilla,en_novedad,3293,6,6,2026,8,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_598,cali,barranquilla,entregado,1741,3,6,2026,14,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_599,barranquilla,bucaramanga,en_bodega,3896,5,6,2026,8,6,2026,10.9685,-74.7813,7.1254,-73.1198
